id;Latitude;Longitude;Continent;Country;Administrative Area 1;Administrative Area 2;Administrative Area 3;Locality;SubLocality;Description;Status;Url;Images;Size;Types;
6172512442384384;34.263015473293386;-83.91868030660218;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6172512442384384;http://lh3.googleusercontent.com/PatEFSa7R5lrdHMN554ATFzIpc0sCcGwz3fUB0uUbusNSSWeO2pmo50CMfuEf7OylD2IsVmOmSsgxnu9e3EcYWA=s1000, http://lh3.googleusercontent.com/dXqTY60A1K-2Xo4F8UGflRmj-MJKk1D51nZiWfhaAob6G06F3p6pMdTKLLkSTqRS8-JkKZV7Ar-c5GSPtLTJMw=s1000, ;MEDIUM;CONSTRUCTION, ;
4547279100837888;34.26289301368805;-83.91715681188172;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/4547279100837888;http://lh3.googleusercontent.com/goIkReb-jWEF3a170JObkNwaeCXX_a7F-qTdq3bZrC62-mgIxgPjBqurNjHzWnO3iSVHLQMTvFQJ7Oyu7peKYPY=s1000, http://lh3.googleusercontent.com/St1Zdz8gRTG25wSD65GXRxImKFCEpCjAtIvmfbhU-Dv5fM2zJKr5GbC84WqAZqJlPOTSTkAtsYWov0Mw0SZeGg=s1000, ;LARGE;CONSTRUCTION, ;
6062816427507712;34.263132945666335;-83.91741933308906;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6062816427507712;http://lh3.googleusercontent.com/JO1Pp8o0UfBst6GOri_FONX2ef1xmGJAWHAkx-rKkdwFw9-7MPpCJ-aQ79Q2GARLe-5LtHgJYlw8vYRQ7HsdCw=s1000, http://lh3.googleusercontent.com/cS_xkwcyCdcou2ReAq1aZeEFrWUalFAxtpXnZnVcKgp-C1Rteu7bJigADgJ02xClnkpeNzkazulYbGn2ac76Fw4=s1000, ;MEDIUM;HOUSEHOLD, CONSTRUCTION, ;
5511631060598784;34.27020567938152;-83.96807134159279;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/5511631060598784;http://lh3.googleusercontent.com/Ldpkej1ZQeExPXEENzkCFJwsi8qP1YVMOlZu0ARGadQVhGSUnKUJQuQ0n4vEnpy3c9Qd266mkh0DypgWIvxzxeXc=s1000, http://lh3.googleusercontent.com/VyE5eQebyc9HDWPhcWGCeOEdjW7ySkvaU6-8vyMj4o11cUiGweZK16sql2bnzXWaozM-S_j0v01ocusUkok0BT8=s1000, ;SMALL;PLASTIC, ;
4980270860075008;34.26559454298975;-83.96290381446849;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/4980270860075008;http://lh3.googleusercontent.com/4aEpurMDBxAt1tBJnJNLEUb_P-NsCeu0OHw5-Y5Uxva_jvliYFHGsXLx_gXjwLoJfGeIUyz3-zrozy9UseIBWTs=s1000, http://lh3.googleusercontent.com/At92ha53Cr4GurkYF5i5vQSex8P_AHtvf-vQPmrmPWplpxrzP_mxTPOpktLvHbnk17P7UMSaBASbC1Rhw8xCkw=s1000, ;MEDIUM;PLASTIC, ;
6074581014020096;34.26445653199615;-83.96200175404917;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6074581014020096;http://lh3.googleusercontent.com/KjBOkzwXrveDaCEhsVrV7YAM8kUfBFMielL8y8OEv0TyEi-AtEztF0yYChQsxyr49TR77BwhU3CZS_LWZiDTvw=s1000, http://lh3.googleusercontent.com/toUwOZ66wwLz1g193JtffusqB90ifCr3OeXRvVeeMaf9FNRX0CvJpXFdhYm4buvwxxTVWzoESqnVgfyPO4-Ukco=s1000, ;SMALL;PLASTIC, ;
6121794381545472;34.26165743734153;-83.96025035538148;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6121794381545472;http://lh3.googleusercontent.com/hjN4xkQPoInZ7V-4_32Mh_cVX5bctPG3Fv90E3SwzSSE3hvFhLI74WbIMDcRGBRCFLUIAk8LnZ5IW-rQC72VG_E=s1000, http://lh3.googleusercontent.com/Vp1ce3ZaWiwFDhCuayfZTBuUuj3l_PMCbKWVrZxbl9Q05NNp3KND98NNn5a4wkG5JHwyPDTHPxOGqkgtyyqGrsn_=s1000, ;SMALL;PLASTIC, ;
6058277318164480;34.26283911805066;-83.95898083232711;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6058277318164480;http://lh3.googleusercontent.com/uMY-aYCvpAMOsM3LSDbO_R19J4YsqYBtA2YhWpIStLuPliRU8u_8uz4SX0fZSpAkznXC-zhSyuPpbfcglCqyRA=s1000, http://lh3.googleusercontent.com/h9HB2TFwRgAt2IUpwU--H68p0S2zGpdvwnFc0Hz7F5ZEZ9WvFb3I9Al0B5NAkZSN0HgoBK-PX17WFV4uknCJCb8o=s1000, ;MEDIUM;PLASTIC, ;
6099463638614016;34.26234102345469;-83.95827448934685;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6099463638614016;http://lh3.googleusercontent.com/6Ve4_9tuetn0yZofGm7BQVfjULV2tNfytFH2OAqX1MGurAcCt65eqgfnrKrL7hiYUMk5sQkxsvN2pgen8dyCP_Qp=s1000, http://lh3.googleusercontent.com/tqI9BvFq0uPtCi_egKfqU4I1t8Zq-9ShVxFxZBwaGErVKS-HrDN2we8A_mdPphRD6tphR6BLKVDhQIMqbmbsWA=s1000, ;MEDIUM;PLASTIC, ;
4930086985793536;34.26250866151812;-83.95824314102899;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/4930086985793536;http://lh3.googleusercontent.com/jsHw1TIs57LJltKOro5RxXp0dKK7PZgo7f0Xuzu_i2beIkaA9mhLIO8SrRvztMGIUyVqXD__8dZSGJs44ALC-A=s1000, http://lh3.googleusercontent.com/0IzmpBVmzVPFB4-AWHF1qEHl3DyFY3gh0y9Z65njk60ES6jbIRwFx8sQz2zIbByDIHxrOWzlqM3Gh6qsriJSmEk=s1000, ;SMALL;PLASTIC, ;
6370069261058048;34.26402867774876;-83.95950696438919;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6370069261058048;http://lh3.googleusercontent.com/bdfJureBxs7JDicNmRhjqczAR7OC3F5RJ93-GNE0TO93_9zxwiUZH4tO1uCJIZs150CqoW5_NQ0UpjawPD5rZg=s1000, http://lh3.googleusercontent.com/AROjzaopJbeBTvX6bEBKtvvpNPNlhV4GQFSxbiucknCAdDl9kiukpyCoFfi7kUL3mIICnGoSsgYGnzhX5SN5Ow=s1000, ;SMALL;PLASTIC, ;
6409273722535936;34.26239634401562;-83.95255501389872;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6409273722535936;http://lh3.googleusercontent.com/y7MkR6vAUYzVkVf_Ck3B71qiyfzHbJUPcjFgttD68AbBYZTYT1VGGdUNbUnyVyewdJHseMlsWVC54B-Ivqm49fE=s1000, http://lh3.googleusercontent.com/8lZTFTifp1sjpDbTER4tXrMUMrdU2d314yw1Ye2Zl8tbRyIaqUR3CI4eMfjyAzXYxeKVCnZK0ZNdMGS4oJ9sVcY=s1000, ;MEDIUM;PLASTIC, ;
5034065057021952;34.26053145437898;-83.95631278872858;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/5034065057021952;http://lh3.googleusercontent.com/dbQUuA7XCqxgsadDcMHlLk3YrqQfV8W5JysvpNSyy22UzI-UDJwCOYywu6m1yrpqYcpEsyBvMShFpK2JcxkikTw=s1000, http://lh3.googleusercontent.com/DNwgWsY7Ru91WjjxkQ44xeoHRu3Jm0qPSAGtiAjVanMf7ojimZ-KkHZpUbr6MdCMxL-_MbHy-Y0o0-bfjrg4K_8=s1000, ;MEDIUM;METAL, ;
6444789880848384;34.25912078007521;-83.95470430150996;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6444789880848384;http://lh3.googleusercontent.com/ebE4YAk1FKxGG8I4y8Q6arC9NTf8TWa5RB5iyI45tVY5_ceJUqNm7EXtPmc0mQpvvf5g5LcZvS_VxgxZUvgwfA=s1000, http://lh3.googleusercontent.com/TndbI8xmLIxuQxuUAoTq_PNcq2PpHwU5_GlAWVApORRMuFdU_xlZxlkQQ2A1tT7KtfW94nhVcHdOZakXzzP68A=s1000, ;MEDIUM;PLASTIC, ;
6693525798256640;34.258030252563074;-83.95481846303116;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6693525798256640;http://lh3.googleusercontent.com/GKpdgThkqYkYT9V7ahwJIrNa0EPCyFZS3mUHRtPSII-7n5Xb1Zx7PiDqiDGzXeUuaP6cxPKPDQlPtK8nwaWrmA=s1000, http://lh3.googleusercontent.com/tYfMuu7o_FoXtbOgOd6vjJd2hFmLG2Fm_zzSYaRxrqz8LS2KgVhpkNhsn5D-nFva_UHHN0DHflAxc0hIJ4goCf4q=s1000, ;SMALL;PLASTIC, ;
6167073940045824;34.256377047891036;-83.95676666878532;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6167073940045824;http://lh3.googleusercontent.com/kiZmdSZIZCHk-bxnuxEfFI9n5XoR4Axg69SNPDsetugVVeNiyQeTlh7bS6_OulKsNAAkgFOOX6MIRYPenbtcqO0=s1000, http://lh3.googleusercontent.com/uuqDlE1HJizyQ5XZEqjzlkgiM-KThSCMVpHkwQ8--6OQUJqA22H6b99HIrXbozsZ72akF_rlXrdUFXRDKyNPTog=s1000, ;MEDIUM;PLASTIC, ;
6375606681862144;34.25648374951841;-83.95815471195053;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6375606681862144;http://lh3.googleusercontent.com/b_IcKBCvpP7h0kQbcdp5Hu0MfV-z7swdgWw86jzI4pROIvd7tMxJHklG0ij4nLBqxcc1RilSwVhKWoRaB7P70Cb8=s1000, http://lh3.googleusercontent.com/UcODKz55lox5G5BPL92zW5DMYvwiD6abyVfC_VI7bzvS06SkwBVHleGiNhRBAy2bYhXtucDCrTev9vPt_8bIytc=s1000, ;SMALL;PLASTIC, ;
6380938615324672;34.256027396800235;-83.95870892338823;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6380938615324672;http://lh3.googleusercontent.com/oDTO_WeH6-e6e1EROIPTuqpenuQF6j_Q_p9Ta8Dqcp8yVOhfa1tOpgdVjaQUA_qwUNNy1bdvIfUeGe1FclEuFI7V=s1000, http://lh3.googleusercontent.com/pFo0KogVnfyfr70oJIYnCZClc_ylB0TKGXv6qOZbD46YYomn_BozhXmZGIDFhV9ZCifHkCB26PW951olijfVg69t=s1000, ;SMALL;PLASTIC, ;
5572392231370752;34.25603921528371;-83.95829410300027;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/5572392231370752;http://lh3.googleusercontent.com/WJbOv9HO481oECe3-vJlI4vORAWor6UGN8h_RlTwgQ38MacXXWM9F4POJKxpaswfjYkoifB_d7GrqPisk87jIQ=s1000, http://lh3.googleusercontent.com/0KV1suEPZPVPHB0neCibp0XYPb_xc_3fUfxUXyFKEYqHXNXe_x6P_4llgcsAWqKT02nNdviGDurhzkNJBHWvJ7o=s1000, ;LARGE;METAL, ;
5567625891414016;34.25494843631448;-83.95795832395922;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/5567625891414016;http://lh3.googleusercontent.com/ScEHyMdJs8NsEIJO4y4XrkWhqOoIaKsJ9b86uN32-uISRnTEVWt4sh6pzcBnyQ029-aIYZuIvp4_HLLLaMsZ9w=s1000, http://lh3.googleusercontent.com/7gtR_xJIzF1C9tIF38ucpnRdCl5bTjYqj-8vYhj_MY5SUOBVl2WBeoBmNhN5ErxPQnjPabI30hr5JyAzcSCjRA=s1000, ;SMALL;PLASTIC, ;
4932377411321856;34.25476495645405;-83.9586274512894;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/4932377411321856;http://lh3.googleusercontent.com/aOO8SVoaf3ml4ilk9Rkx9UPgjk3fq9bx5l4W6RnG1bX4WWb9lgnulF1c5iG8sAbwleF62HCu8zg9Nti8n9DdiI7e=s1000, http://lh3.googleusercontent.com/R3JfufEgq72UfmilTW0aTQacMxZKXvISkFyE3-NOcUt1jlqsq3exD_E9OTFTy6E9VcSeLxBBsVzjKi-r6m4aJBc=s1000, ;SMALL;PLASTIC, ;
4995894474702848;34.2547391821018;-83.96033082165192;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/4995894474702848;http://lh3.googleusercontent.com/5Uz7C3OC-ddyhkaAg_0sJ7aFcaZb_6oOEOeH2sEC0pDcAfoTCx2S26nDiYqxIOKBcL4eV6-5mvF7T4tmeQYpAJzF=s1000, http://lh3.googleusercontent.com/5FGbaDElHBVoQCmWihFYDJnEAQyObk4zabKN4x95N5c-myrH_nEeHb9DJtspOe_sm4te7Dyt4DKPZ7b0kdxAOuk=s1000, ;SMALL;PLASTIC, ;
6448548916756480;34.254062594877794;-83.96224373959373;North America;United States;Georgia;Forsyth County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6448548916756480;http://lh3.googleusercontent.com/qP-fB8MXR4sMysPoREyMTPtx7DcO-vw7Yr5Knr6ravYGJWrPsBaxSOf5IwcnmfpiBmAnNXs4Yt-yoJNvlFHNcOs=s1000, http://lh3.googleusercontent.com/1ZK3EkBxZqYuhUKGz1NLzbi1ZLZbCfTth43uh2oGzTp2O9LcWr5UxeYTAaJVs_NlKsAGgpQLOoTk6zlxRZpoP9FH=s1000, ;SMALL;PLASTIC, ;
5522825758638080;34.360350198144424;-83.82231415257213;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/5522825758638080;http://lh3.googleusercontent.com/vXpKruOwCWpKhSaj2tU0kzKcVMhwjgt-hYGXvzjBDLt_DdyONB3IGCKQEBkgCMqY3rRoOz-CabKHrudXdyI1lQ=s1000, http://lh3.googleusercontent.com/PFreLihKGuyhqKYoROWxOjieh4eBGq0Q8kjaal0lCWEmIo34oIEzAEbj8AN0egIQnkrZcnCFvvpiR07TSKamNO0=s1000, http://lh3.googleusercontent.com/XeNGnqWMcT_N6u_r7zbN2DCU3XkcUr2smKLvs-YlH3Bbyr1qDzKt86n6s_n2NuWpzmHHA0SDA5I2Lp_5bUyOpwAk=s1000, http://lh3.googleusercontent.com/mMjJT0FAm9WzaxKxb41prEoBYildA4ehKKcDLX1FYfjZCslq8asFjb2eCmLwGlIM9lTRQ9SFTgF-zwfpA40z5IM=s1000, ;LARGE;CONSTRUCTION, ;
6126953174138880;34.359165080855;-83.82316952579079;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6126953174138880;http://lh3.googleusercontent.com/PNs9JSJFlWgtQASdMi0ivbUck1qsUkBPr1b8UnkI-L9Jrdgax6V8iqRhsXiqOofJgFz6QRGiRqjxWw8yhW_J7UM=s1000, http://lh3.googleusercontent.com/QKoVICnyljLsZ2e2UX0tFFmwYtv4tJVAEyIfVMwstgTOO5j0SZ7GoiMa5mSa4jBQFyMafZ4XWA-D9bLq0IWWog=s1000, ;MEDIUM;AUTOMOTIVE, ;
5702220502794240;34.359165080855;-83.82316952579079;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/5702220502794240;http://lh3.googleusercontent.com/PNs9JSJFlWgtQASdMi0ivbUck1qsUkBPr1b8UnkI-L9Jrdgax6V8iqRhsXiqOofJgFz6QRGiRqjxWw8yhW_J7UM=s1000, http://lh3.googleusercontent.com/REw6AjDPzdM9MJn5xn-YmNPW1jsj0vkcdipairhnJtdwZKDjYgcnWcyViFm90BHG4ttZn5Ypoq1U-sShkds2Eg=s1000, ;MEDIUM;AUTOMOTIVE, ;
6447529533112320;34.363141958633776;-83.8320973423159;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6447529533112320;http://lh3.googleusercontent.com/9pLMTcj_EFYD3j-AYwBYLY1lE1h8XkL8IxogXY0AWAFNZMHitmwVjQKk4Zovu_PBvKj56aUxaMXUsRI_amu3g04=s1000, http://lh3.googleusercontent.com/2tHAGmeyoOQT7WsDeJUq_Q7dX2sKdTuOYd-BjrdSpsK56SXKoOKN3K1bhwUYvQLq1SZp44_ij0biiwtLnyy-GMBM=s1000, ;MEDIUM;CONSTRUCTION, ;
6368868146610176;34.36182788576406;-83.83096863523483;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6368868146610176;http://lh3.googleusercontent.com/jTuruVbai7jL-eCWWrBSeefflqhvLr3Mu4-X4xz8n0ZJKlZFu1Py7guMYQAi5N8pclC_Hyfomxe37Tl4w_ypghE=s1000, http://lh3.googleusercontent.com/btBOQLqzgqI5QpnU_OOFNwBiH3Gs1s0lMHzH6bjq_Oq2FbhvR3DzQH1pnBrhMHh28ixEisQg_wFxVBLniR8gh9sc=s1000, ;SMALL;DANGEROUS, CONSTRUCTION, ;
5106766236876800;34.360942547241564;-83.82839228965699;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/5106766236876800;http://lh3.googleusercontent.com/3Y303PGeIhkfGsnz7KxFxFqEZXYMr4Q6D2VJS-zqRrMFCUEXJ4zMKgDdxjAntJk7_x6e7s7xj-4QhTmwEDzFC78=s1000, http://lh3.googleusercontent.com/HqslsjIDjGHpU74UcAYPs7XEZy0keBt9UumaecTMFAm4PgED3tzH0IK9_vas6JD-BWgAP_J8k4s1fZIbzT8Sv_aZ=s1000, ;SMALL;CONSTRUCTION, ;
6448643942907904;34.35928121212344;-83.82809381008505;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6448643942907904;http://lh3.googleusercontent.com/Cc8m8l1M61vkTAgKNG52oDVVxgmrMn7toYfl94yxHJlPEl7m-80etmt99k-6vT5D6Dz5NSg2pa065W-65Ju5XQ=s1000, http://lh3.googleusercontent.com/FSGhhcp8Sulf1SpamboVzGZYb68OQcuZkEaWuKMVHB2Lgf9Qd58vNwj2WoEcdrcyqZMcS2G6r_mxLgFJwpPFYEA=s1000, ;SMALL;CONSTRUCTION, ;
4976247549460480;34.35867226685803;-83.83066797636806;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/4976247549460480;http://lh3.googleusercontent.com/aYjn9NazGuLkGlQV9plFoXJ03Cy3_OLt1OfaOqdGtGW7HG5vP7_8kRXd9dyC3ghdz456JuaMK4kejWFIGIsHNQ=s1000, http://lh3.googleusercontent.com/OBJ1NlszNL9Q0tS9hrnSS3446b5cV7_r3UI_lVY33BzbIj9aB4SNbV05o0lZWG58Q2oXhia3xtnfUasRu_Rp-w=s1000, ;MEDIUM;CONSTRUCTION, ;
6134651768799232;34.35788202102702;-83.83134129464983;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6134651768799232;http://lh3.googleusercontent.com/bG4ClW10B2r6-Zhnw5UDIvEuthcVCGkIzzG_zFGpxlRarBvFn4hhzrx4lUG-7sL7-n7T9a4NiwuigoS5hkCak4c=s1000, http://lh3.googleusercontent.com/69q905hzACwfQldkxkD9R0qnfYaRIUN332MIbngt3jJDZnhdViwOoXBEQD0edAK0haNEM8o1rPgTjDSNIGkHVZo=s1000, ;SMALL;CONSTRUCTION, ;
4543816283455488;34.35707777741771;-83.83660370491802;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/4543816283455488;http://lh3.googleusercontent.com/14s-jGoxyoT5J8hSsOHVX2AY8PBUHEqUQ5c8whUIYIa20Ednz6S-ePWeaFYMR2xdOLbknytYhf0H0K0sfALbVnM=s1000, http://lh3.googleusercontent.com/I3TvVZXHz73iTBGwyTVP6TGdGX6RJLQJjf33HMSXIYl77Cv6jt2MXoCGrluopGh6HdboJ5emryqWjs0KPmQ8SBo=s1000, ;SMALL;DANGEROUS, METAL, ;
5001053267296256;34.35540181587856;-83.83155100986718;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/5001053267296256;http://lh3.googleusercontent.com/uuYrJQS78Oi1c1OW6K9Y0rZSC_BmyNy3ZVQEBaI2oqMZ2bCVgTL5ZeTOsuNj_qHAO8pQg_7cL5YIdEfho9Sh9GQ=s1000, http://lh3.googleusercontent.com/oc8CGXxwFVBW1fR0RnWS010TLb0sZLIN-uIsbUTg3KbvR7KApc7NiYuvaNqXYhDra0_g12R7NdHFxJ4cNaekjlE=s1000, ;SMALL;CONSTRUCTION, ;
4961951885033472;34.35306506700288;-83.83647445597111;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/4961951885033472;http://lh3.googleusercontent.com/Zxp2W5HPeE6Mqbs-mE4969H088xlF-9gYfBWErFyeFOyUyf179As06_6KXAgPMwISlsfCLpVEmRMyY9Dcw1reF0=s1000, http://lh3.googleusercontent.com/7aIMGm1LDP3yyXzvYzXVxTBzg9ErutZ4YmYuiqYREnbizfApGSbKORf1vHAl8I3i52_XhKl-lNlmS8J0qgmK0EKT=s1000, ;SMALL;DANGEROUS, CONSTRUCTION, ;
6741619231424512;34.353407593475985;-83.8388564252144;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6741619231424512;http://lh3.googleusercontent.com/DsSD9mjik8hKTCp7tA9v5pKNAsNTQQzy9taP_UEYrMMwwub4Tb5BB8uA1ipaI4DUE6WsZbyb3jDaZ0AfgY63bOg=s1000, http://lh3.googleusercontent.com/uS7mYzKMcjUpfOHZwZzpIY7n7d2HlL7dmGjsO_l5F-T8E4W5ldsaNoT50cXkT7HKuJFA1HkVBmChExda_3ZRs1U=s1000, ;SMALL;CONSTRUCTION, ;
6162298339065856;34.34895319867353;-83.82501706488786;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6162298339065856;http://lh3.googleusercontent.com/HVai5gi-TbjTgbk4F4_JaKxP_TooVHSFcECDGZxusf3fj4sISAm_NpU950fNTfi5Ri3QCxjbXAV0GAN4whzzP1gU=s1000, http://lh3.googleusercontent.com/3ftRCXgI4VTc2gDt0ef3ae9rzy9P50Nr1aC3ioayWJ_DDqNMHTBRXw6J-D_WFG3W2w7D1wXDaiz-thEBAtdJNOQ=s1000, ;SMALL;CONSTRUCTION, ;
4575471131951104;34.348856303872864;-83.82527355112491;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/4575471131951104;http://lh3.googleusercontent.com/KZJ8aVg6tR3pfaxQjituRRzgH6eGf6RVxzgVPuyq8qwksKxIWKVXHj-KzzRBG9m2IMdAVW3kNlSBuuyT2pQNuA=s1000, http://lh3.googleusercontent.com/ygwlKFJJeyZZV8tUyRg143KmQ-cXFwuBA310k0qYb9jLn1ps38jLvTOnsp1W8Slrl5UX_7f-XRlnEuvo7JZAhQ=s1000, ;SMALL;AUTOMOTIVE, ;
5174455860985856;34.34973891827683;-83.82463325754163;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/5174455860985856;http://lh3.googleusercontent.com/c-Gy_VbCTt_ygGmfL2T1omQsMl897Urv2-iSwFPRpAmlwWKRhJas-wEqg9bRyLHF4JsFLALRtl8x021qyiZqLEcp=s1000, http://lh3.googleusercontent.com/BfoTimlsKRos2K9PFGbuTCNcwYytO6It9aFpk5JYqx-yr4_BRSPUYbDcVA-7YZciYtfc1WME3URl1lOtVhk8HQ=s1000, ;SMALL;CONSTRUCTION, ;
5615719324581888;34.26304506141158;-83.902862398032;North America;United States;Georgia;Hall County;;Oakwood;;;CLEANED;http://www.trashout.me/illegal-dump/5615719324581888;http://lh3.googleusercontent.com/AJiWZUhlxU0zSInZ0kUlb2CO00fpKo4zcOYLSsj7pvqLpKJ5HUiCuYvatjtpbiChQpjPamvEH8AtmqGozuIs8Gk=s1000, http://lh3.googleusercontent.com/cdqgtDtU3wdJTRpx3ZgUrIfjQ-zlzli_bbKLiIECoJfFOKPHnFbvKMAXUf-n9o5esWqW5mlAvSky7pT0Kygvpl6d=s1000, ;SMALL;HOUSEHOLD, ;
6123722821861376;34.26188056360396;-83.90631146736807;North America;United States;Georgia;Hall County;;Oakwood;;;CLEANED;http://www.trashout.me/illegal-dump/6123722821861376;http://lh3.googleusercontent.com/iazPzp5So_xrmF2xcJNC2PZBsNxf7KhSPEKHR-oIA1FJSB4d1EnwB6LvFcdkDd8A5F-J_D1D7MXni_R1gKiwB_I=s1000, http://lh3.googleusercontent.com/-cs_bgouHCSyZJDIIyhxXIGHOC86UzHg4PcsEElGZGyVr70iDOgWu9b8uP3slbiOUak_zf8KIBGFhzh_7xvgCbww=s1000, ;SMALL;AUTOMOTIVE, ;
4611505907564544;34.266189825752996;-83.90799891211456;North America;United States;Georgia;Hall County;;Oakwood;;;CLEANED;http://www.trashout.me/illegal-dump/4611505907564544;http://lh3.googleusercontent.com/fWQFq3UDSoyPDnS7tuxFL1p2KX0tNxaUU7zZ3xEgsRIl0j3rwCodOAz-5Y4k7UFglK40lFKbCfg7l3FrYy2Dxjw=s1000, http://lh3.googleusercontent.com/FexFdWcr-NJepdYPfPuWRlwkUdCcLwt3QS4CrUa1D5bzODfPnYC_Rbug5ZzgsAOdFDYnJGS3wDqbCgf2dEii-Q=s1000, ;SMALL;HOUSEHOLD, ;
6383622433013760;34.26690304189386;-83.89796082869535;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6383622433013760;http://lh3.googleusercontent.com/8esW10BPzJar5PVcbGq3pRPdnjm5_Wkua_kfhpAQKN_TBmo4xLj8YkNKkIbupfUIw8Mq7m5KbsoEj2qQUeMWflE=s1000, http://lh3.googleusercontent.com/lm5qiYZIcj8iRzpNlL3isu9iyAUurYxrkBGi1KwWgTpCxj6Y-NILVb_LUNtvZZNCRQw72rpzOgr7Uc3O-cHszkE=s1000, ;SMALL;HOUSEHOLD, ;
4943902016536576;34.26621769558104;-83.89970476746922;North America;United States;Georgia;Hall County;;Oakwood;;;CLEANED;http://www.trashout.me/illegal-dump/4943902016536576;http://lh3.googleusercontent.com/BNktz5ZLm-uUUOFeSfdaQ5GU2uzUgdhOjAIxe9PWBqjOBqXUOaJJCwmaFhygONMjXvfTsU5EwM7oB65vdaK9k-o=s1000, http://lh3.googleusercontent.com/gvIvX-jyPMHQ7O-i8JQkttHnC4YBrYhIBO9ggaWZgPDcleAhjKK4c1ecUxXuUaBRJ-EB1uJqimKUDzxExtdXlcs=s1000, ;SMALL;HOUSEHOLD, ;
